RequirementId;CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-001109;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoa02t5cuqwiwkjwbj1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;BOR;;;;;Vid nederbord och avrinning;;22 23 72;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001110;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoa02t5cuqwiwkjwbj1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LokaliseringPlats;Skyddsobjekt;Fortsätt gärna på bilaga nr:: 1 Följande ska bifogas Information om eventuell annan faktureringsadress än ovan Bilaga nr 1 Situationsplan, karta eller liknande Bilaga nr Ritning över vatten- och avloppsanläggning (VA) Bilaga nr Kemikalieförteckning, årlig kemikalieförbrukning och säkerhetsdatablad Bilaga nr 1 Avfallsförteckning med EWC-kod Bilaga nr Övrigt, till exempel installation av oljeavskiljare Bilaga nr Ort och datum Fristad 3/7 2025 Namnteckning Namnförtydligande Carl Johan Stigsson Insamling av personuppgifter enligt dataskyddsförordningen (GDPR) Personuppgifter i denna anmälan kommer att behandlas i enlighet med dataskyddsförordningen.;Fortsätt gärna på bilaga nr:: 1 Följande ska bifogas Information om eventuell annan faktureringsadress än ovan Bilaga nr 1 Situationsplan, karta eller liknande Bilaga nr Ritning över vatten- och avloppsanläggning (VA) Bilaga nr Kemikalieförteckning, årlig kemikalieförbrukning och säkerhetsdatablad Bilaga nr 1 Avfallsfö;SKA;;;Arlig;;Fore beslut;;22 23 72;;;Nej;Nej;Nej;Nej;3;Platsforutsattningar;Situationsplan;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001111;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoa02t5cuqwiwkjwbj1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoa02t5cuqwiwkjwbj1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;SKA;;;;;Vid nederbord och avrinning;;22 23 72;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001112;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo702t2cuqwxl3b83ul;http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;För att minska risken för att föroreningar ska spridas kommer verksamheten att vidta följande försiktighetsåtgärder: • Reparationer och service av maskiner och fordon sker främst externt, inga kemikalier förvaras därför på plats (med undantag av fordonsbränsle som förvaras i en dieselcistern med invallning och påkörningsskydd, se rubrik ”kemikalier och avfallshantering”.;För att minska risken för att föroreningar ska spridas kommer verksamheten att vidta följande försiktighetsåtgärder: • Reparationer och service av maskiner och fordon sker främst externt, inga kemikalier förvaras därför på plats (med undantag av fordonsbränsle som förvaras i en dieselcistern med invallning och påkörnin;SKA;;;;;Vid nederbord och avrinning;;556173;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001113;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo702t2cuqwxl3b83ul;http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Det farliga avfallet kommer att sorteras och förvaras i separata täta och invallade behållare med nederbördsskydd.;Det farliga avfallet kommer att sorteras och förvaras i separata täta och invallade behållare med nederbördsskydd.;BOR;;;Arlig;;Vid mellanlagring av avfall;;556173;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001114;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo702t2cuqwxl3b83ul;http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo702t2cuqwxl3b83ul/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;• För att minska risken för att det avfall som tas in på fastigheten innehåller invasiva arter ska avfallslämnaren i förväg fylla i ett mottagningsformulär med bl.a.;• För att minska risken för att det avfall som tas in på fastigheten innehåller invasiva arter ska avfallslämnaren i förväg fylla i ett mottagningsformulär med bl.a.;SKA;;;;;Vid risk for incident;;556173;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001115;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo402szcuqwreyj7042;http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LagringsvolymTid;Maxmangd;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 4, 5, 6 i föreläggandet.;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 4, 5, 6 i föreläggandet.;SKA;;;;Forelaggande vid brist;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001116;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo402szcuqwreyj7042;http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;SKA;;;Arlig;;Vid mellanlagring av avfall;;35 30 00;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001117;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo402szcuqwreyj7042;http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo402szcuqwreyj7042/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Av 27 a § Förordningen om miljöfarlig verksamhet och hälsoskydd framgår att när det gäller en verksamhet som behandlar avfall ska ett föreläggande om skyddsåtgärder innehålla vissa uppgifter.;Av 27 a § Förordningen om miljöfarlig verksamhet och hälsoskydd framgår att när det gäller en verksamhet som behandlar avfall ska ett föreläggande om skyddsåtgärder innehålla vissa uppgifter.;SKA;FMH;;Arlig;Forelaggande vid brist;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001118;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupo102swcuqwycphztq8;http://localhost:8787/api/admin/requirements/documents/cmm4yupo102swcuqwycphztq8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo102swcuqwycphztq8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupo102swcuqwycphztq8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Avsändare: calle@fristadsexpress.se Mottaget: 2025-11-26 07:25:05 Mottagare: John Glamheden [john.glamheden@boras.se] Kopia: Ämne: Falskog Bifogade filer: Hej John, Här kommer de ytterligare EWC koder vi pratade om igår.;Avsändare: calle@fristadsexpress.se Mottaget: 2025-11-26 07:25:05 Mottagare: John Glamheden [john.glamheden@boras.se] Kopia: Ämne: Falskog Bifogade filer: Hej John, Här kommer de ytterligare EWC koder vi pratade om igår.;BOR;;2025-11-26;;;Vid mellanlagring av avfall;;170508;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001119;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnx02stcuqw5t7crswk;http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;ZjQcmQRYFpfptBannerEnd Hej John, Vi önskar lägga till EWC-koden för Ballast utan farliga ämnen 170508 som ok att ta in på verksamheten enligt Borås stad beslut 2025-1582, i övrigt allt annat lika.;ZjQcmQRYFpfptBannerEnd Hej John, Vi önskar lägga till EWC-koden för Ballast utan farliga ämnen 170508 som ok att ta in på verksamheten enligt Borås stad beslut 2025-1582, i övrigt allt annat lika.;SKA;;;Arlig;;Alltid;;170508;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001120;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnx02stcuqw5t7crswk;http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnx02stcuqw5t7crswk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Avsändare: john.glamheden@boras.se Mottaget: 2025-10-20 15:48:52 Mottagare: Miljöförvaltningen [Miljoforvaltningen@boras.se] Kopia: Ämne: VB: Ändring/tillägg ärende Dnr 2025-2544 Bifogade filer: Var vänligt o lägg in detta i ärendet tack Från: Carljohan <calle@fristadsexpress.se> Skickat: den 16 oktober 2025 12:04 Till: John Glamheden <john.glamheden@boras.se> Ämne: Ändring/tillägg ärende Dnr 2025-2544 Hej John, Vi önskar lägga till EWC-koden för Ballast utan farliga ämnen 170508 som ok att ta in på verksamheten enligt Borås stad beslut 2025-1582, i övrigt allt annat lika.;Avsändare: john.glamheden@boras.se Mottaget: 2025-10-20 15:48:52 Mottagare: Miljöförvaltningen [Miljoforvaltningen@boras.se] Kopia: Ämne: VB: Ändring/tillägg ärende Dnr 2025-2544 Bifogade filer: Var vänligt o lägg in detta i ärendet tack Från: Carljohan <calle@fristadsexpress.se> Skickat: den 16 oktober 2025 12:04 Till;SKA;;2025-10-20;Arlig;;Alltid;;2025 12;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001121;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnt02sqcuqw14icrttf;http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;SKA;;;Arlig;;Vid mellanlagring av avfall;;22 23 70;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001122;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnt02sqcuqw14icrttf;http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Vatten behöver tillföras vissa produkter för att rätt fukthalt ska bibehållas så något överskott på dagvatten räknar vi inte med att få inom verksamheten.;Vatten behöver tillföras vissa produkter för att rätt fukthalt ska bibehållas så något överskott på dagvatten räknar vi inte med att få inom verksamheten.;SKA;;;;;Vid nederbord och avrinning;;22 23 70;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001123;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnt02sqcuqw14icrttf;http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnt02sqcuqw14icrttf/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;Jag fick även följande synpunkter från Borås Energi & Miljö som önskar svar / förtydligande på följande fråga: Området ligger inom sekundär zon för Öresjö vattenskyddsområde och det är därför viktigt att verksamheten anpassas för att minimera riskerna för påverkan på vattentäkten.;Jag fick även följande synpunkter från Borås Energi & Miljö som önskar svar / förtydligande på följande fråga: Området ligger inom sekundär zon för Öresjö vattenskyddsområde och det är därför viktigt att verksamheten anpassas för att minimera riskerna för påverkan på vattentäkten.;SKA;;;;;Vid risk for incident;;22 23 70;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001124;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnr02sncuqw6w96jqdy;http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LagringsvolymTid;Maxmangd;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 2, 3, 4 och 5 i föreläggandet.;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 2, 3, 4 och 5 i föreläggandet.;SKA;;;;Forelaggande vid brist;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001125;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupnr02sncuqw6w96jqdy;http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupnr02sncuqw6w96jqdy/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Avfall som misstänks vara förorenat ska förvaras separat och får inte blandas med annat avfall innan provtagning och analysresultat är klara.;Avfall som misstänks vara förorenat ska förvaras separat och får inte blandas med annat avfall innan provtagning och analysresultat är klara.;SKA;;;;Driftbegransning vid avvikelse;Lopande drift;;35 30 00;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
